id,no answer,very important,quite important,not important,not at all important
55,0.000513384,0.530482407,0.449398210,0.016228527,0.003377472
56,0.003735867,0.208397772,0.707662002,0.072563416,0.007640943
57,0.002885588,0.313788833,0.574169080,0.103502584,0.005653914
58,0.004036045,0.232239036,0.477344084,0.260695734,0.025685101
59,0.000505697,0.805675483,0.171415797,0.015258907,0.007144115
60,0.000233062,0.927256543,0.066099171,0.005493903,0.000917321
61,0.003829052,0.038019281,0.566696809,0.296614666,0.094840192
62,0.000949689,0.068513340,0.730703266,0.175955409,0.023878297
63,0.001259640,0.405306177,0.537717550,0.051032369,0.004684265
64,0.001071618,0.658971580,0.243311823,0.079650544,0.016994435
65,0.003339649,0.335759141,0.607899246,0.046900326,0.006101639
66,0.005858423,0.109820732,0.603114555,0.261822510,0.019383780
67,0.002300124,0.599964550,0.239889599,0.143417421,0.014428306
68,0.002084087,0.426321460,0.513374515,0.051642772,0.006577167
69,0.002510747,0.087767092,0.775046965,0.116485747,0.018189449
70,0.000987683,0.421278252,0.274295036,0.252636014,0.050803015
71,0.001762243,0.553074102,0.372242828,0.056636497,0.016284330
72,0.000749617,0.827529985,0.151379580,0.012467204,0.007873613
73,0.002479323,0.250827292,0.633300416,0.095546662,0.017846307
74,0.000703494,0.734163612,0.212238078,0.036961956,0.015932859
75,0.002445916,0.635617281,0.279255574,0.056321954,0.026359275
76,0.000300622,0.933141126,0.062135041,0.003536990,0.000886222
77,0.005872164,0.335880960,0.506893786,0.130535919,0.020817171
78,0.021596234,0.323153642,0.474459490,0.107838037,0.072952597
79,0.002755822,0.338425174,0.616392668,0.037311850,0.005114486
80,0.001247345,0.454090048,0.464846374,0.053529243,0.026286989
81,0.000837729,0.573445468,0.403789525,0.010871061,0.011056217
82,0.004744411,0.268829866,0.556069264,0.077189705,0.093166754
83,0.047123268,0.295839550,0.518200360,0.085488521,0.053348301
84,0.038177127,0.167602629,0.318981401,0.302473423,0.172765421
85,0.001025868,0.528365795,0.403543597,0.043015554,0.024049187
86,0.000664450,0.798169919,0.180921862,0.016050087,0.004193683
87,0.000615800,0.620425323,0.364671405,0.010458527,0.003828945
88,0.002947393,0.072395987,0.355752957,0.474539979,0.094363684
89,0.002068445,0.163269873,0.326607322,0.438369558,0.069684803
90,0.001096443,0.455746870,0.498482385,0.023214583,0.021459719
91,0.001606211,0.241929922,0.598426976,0.113259035,0.044777855
92,0.007505655,0.201833739,0.384903281,0.331894566,0.073862758
93,0.032846857,0.096249830,0.593726910,0.212047799,0.065128604
94,0.001667151,0.584990976,0.343054795,0.047599471,0.022687607
95,0.001516534,0.588415920,0.397711693,0.009504447,0.002851405
96,0.002026507,0.048702690,0.479788447,0.250450195,0.219032162
97,0.002749013,0.630230668,0.324499424,0.032887667,0.009633228
98,0.002528155,0.158412605,0.223257476,0.514240957,0.101560807
99,0.000836790,0.576205987,0.385231836,0.033517477,0.004207911
100,0.001289501,0.741035233,0.242387457,0.012774047,0.002513763
101,0.003653615,0.278972939,0.567723023,0.133447088,0.016203334
102,0.006454521,0.349781456,0.361706119,0.147577799,0.134480105
103,0.005135582,0.013766312,0.101499376,0.302858987,0.576739742
104,0.007590090,0.023848375,0.075807724,0.578556293,0.314197518
105,0.000187828,0.908183146,0.087029568,0.003767639,0.000831819
106,0.004952280,0.145216409,0.665946349,0.165339288,0.018545674
107,0.013703716,0.666848351,0.300213209,0.012805807,0.006428917
108,0.001155669,0.735576756,0.238699847,0.021269091,0.003298637
109,0.002315185,0.621295246,0.270163194,0.079476752,0.026749622
110,0.000316550,0.236990880,0.688767118,0.056608010,0.017317441
111,0.000791138,0.846167907,0.140942730,0.010016536,0.002081689
112,0.003400971,0.319999870,0.622445167,0.046249300,0.007904692
113,0.002270190,0.100248412,0.747319263,0.139743634,0.010418500
114,0.002167487,0.294594892,0.512370869,0.176356088,0.014510664
115,0.001768812,0.817141532,0.166108639,0.012385071,0.002595946
116,0.005876326,0.019042605,0.504370260,0.341474447,0.129236362
117,0.005952214,0.040350541,0.510080997,0.315525328,0.128090921
118,0.000299194,0.568952050,0.381297040,0.039165348,0.010286369
119,0.005327828,0.071616484,0.311696894,0.354036547,0.257322247
120,0.000503119,0.791340263,0.199110798,0.006202253,0.002843567
121,0.001831880,0.347773022,0.597530444,0.042549722,0.010314932
122,0.002585391,0.055132981,0.180181678,0.290105453,0.471994497
123,0.006708419,0.042448197,0.325246197,0.418973905,0.206623283
124,0.003521044,0.230391452,0.586921181,0.122709718,0.056456604
125,0.001597436,0.690537212,0.255976465,0.037287049,0.014601838
126,0.006976772,0.063275610,0.459893213,0.385570603,0.084283802
127,0.001265108,0.562581275,0.405021351,0.021376609,0.009755657
128,0.002472579,0.724961474,0.190385674,0.046639985,0.035540287
129,0.003290325,0.110558384,0.740221737,0.132210894,0.013718660
130,0.001757706,0.066562994,0.648935312,0.249469424,0.033274564
131,0.007560275,0.181809974,0.356870088,0.166114794,0.287644869
132,0.000855712,0.715806779,0.263426386,0.017543199,0.002367924
133,0.009170456,0.113789331,0.492084914,0.316793159,0.068162140
134,0.002116068,0.325628282,0.598103603,0.056137623,0.018014423
135,0.002945054,0.504089733,0.443381769,0.040564895,0.009018549
136,0.012077120,0.273059333,0.237313197,0.305332530,0.172217820
137,0.001924981,0.271981896,0.675195920,0.044078457,0.006818747
138,0.002862471,0.271278204,0.101214889,0.324998774,0.299645663
139,0.015897710,0.191929243,0.534161669,0.221961587,0.036049791
140,0.006215645,0.397003669,0.530988871,0.044805351,0.020986464
141,0.003767999,0.142560807,0.672578730,0.155779378,0.025313086
142,0.000812379,0.657106853,0.317276046,0.018724015,0.006080708
143,0.003762194,0.220500752,0.631077798,0.123385872,0.021273385
144,0.001902336,0.808837341,0.167299163,0.014872820,0.007088339
145,0.005485403,0.111313057,0.326862779,0.400298430,0.156040331
146,0.003053979,0.474309252,0.414966935,0.067041122,0.040628711
147,0.015851935,0.198227876,0.609614457,0.159228602,0.017077130
148,0.004509102,0.084856988,0.584062881,0.311782701,0.014788328
149,0.002492718,0.552945365,0.385357020,0.040856776,0.018348120
150,0.028953794,0.114473159,0.550730883,0.272162874,0.033679290
151,0.004824754,0.024986554,0.222872577,0.388064086,0.359252030
152,0.000506060,0.865573595,0.115105741,0.014089934,0.004724671
153,0.000423560,0.576995026,0.396059036,0.024406492,0.002115887
154,0.000825965,0.815386130,0.176500934,0.005116892,0.002170079
155,0.005060729,0.093294526,0.289588295,0.360508349,0.251548100
156,0.004245090,0.306878279,0.592117168,0.071237690,0.025521773
157,0.000286212,0.862344535,0.129288565,0.006885776,0.001194912
158,0.004441188,0.110798926,0.683265444,0.176835554,0.024658888
159,0.005398306,0.017143596,0.287446016,0.489110656,0.200901426
160,0.225523247,0.108173256,0.445197075,0.202440557,0.018665864
161,0.000550584,0.965674291,0.030979879,0.001987627,0.000807619
162,0.004888434,0.044576431,0.197873115,0.469985113,0.282676907
163,0.001343125,0.506612775,0.454921994,0.028503555,0.008618549
164,0.040610741,0.179023758,0.523070602,0.234905452,0.022389447
165,0.000697891,0.267970155,0.674603004,0.048889460,0.007839490
166,0.001858696,0.614375258,0.295884405,0.049343089,0.038538552
167,0.000986632,0.819015383,0.163503945,0.008765269,0.007728771
168,0.002139035,0.406687963,0.499984168,0.072836350,0.018352484
169,0.001518707,0.564395880,0.306212107,0.102650324,0.025222982
170,0.001263718,0.701150933,0.236349642,0.050998188,0.010237518
171,0.000732351,0.430185857,0.485094627,0.073888420,0.010098745
172,0.000779909,0.052602496,0.809893281,0.130638268,0.006086046
173,0.003444848,0.249909857,0.594876974,0.119900290,0.031868030
174,0.007530429,0.067884289,0.721123348,0.156796149,0.046665785
175,0.015803638,0.178226070,0.655544439,0.138875336,0.011550517
176,0.002344919,0.018227449,0.292368015,0.513067872,0.173991745
177,0.005297592,0.173628496,0.713715263,0.091232390,0.016126258
178,0.000667451,0.935536489,0.056002785,0.004305309,0.003487966
179,0.002532129,0.489309512,0.414765934,0.062931653,0.030460773
180,0.001264537,0.365386684,0.553185502,0.069366427,0.010796850
181,0.006054754,0.145335990,0.682134013,0.156072930,0.010402313
182,0.000185168,0.916355005,0.076838365,0.005724629,0.000896832
183,0.000900717,0.552017433,0.418700419,0.023637130,0.004744300
184,0.004026848,0.030611186,0.463880013,0.425304809,0.076177144
185,0.001065357,0.473798039,0.475083249,0.027093323,0.022960032
186,0.000737863,0.801840394,0.176107940,0.015077090,0.006236713
187,0.001478950,0.399814552,0.570736062,0.020507027,0.007463409
188,0.004749886,0.184510076,0.646179857,0.150707167,0.013853013
189,0.000259546,0.903661685,0.065366606,0.011236064,0.019476098
190,0.003098007,0.064880969,0.391348574,0.448788394,0.091884056
191,0.001698125,0.758927340,0.221536449,0.012494297,0.005343790
192,0.005678866,0.221274938,0.329677652,0.174258328,0.269110216
193,0.005414635,0.034675453,0.242169296,0.608868486,0.108872130
194,0.001064915,0.801346681,0.111777382,0.065196502,0.020614520
195,0.012098909,0.037658571,0.311976290,0.577667151,0.060599079
196,0.000921852,0.355808361,0.604338418,0.035109621,0.003821749
197,0.000300607,0.939516029,0.052345928,0.003857472,0.003979963
198,0.003226578,0.034138125,0.137467975,0.626991076,0.198176246
199,0.000395961,0.539333841,0.421109936,0.030519226,0.008641037
200,0.030033384,0.113835290,0.468794631,0.260942034,0.126394661
201,0.003206248,0.013204205,0.073481392,0.328436896,0.581671259
202,0.002217998,0.568798468,0.369856807,0.052623150,0.006503578
203,0.000851512,0.730358028,0.252655559,0.013065939,0.003068962
204,0.002001787,0.789859580,0.180135805,0.017769785,0.010233042
205,0.001549196,0.198609364,0.541990041,0.220931971,0.036919428
206,0.002026266,0.696454342,0.214942515,0.046823158,0.039753718
207,0.001044748,0.432271021,0.547767424,0.016130945,0.002785863
208,0.002893820,0.241771458,0.414738690,0.250277930,0.090318102
209,0.001024046,0.275733794,0.569881090,0.114645946,0.038715124
210,0.001289869,0.413392366,0.340161815,0.147808903,0.097347047
211,0.001024330,0.194795167,0.441367627,0.230142042,0.132670833
212,0.001881183,0.012101667,0.122881808,0.613255869,0.249879474
213,0.001998652,0.331788412,0.507263200,0.144200368,0.014749367
214,0.002219388,0.128389794,0.564499368,0.281348114,0.023543336
215,0.002890907,0.243378918,0.681965916,0.059368603,0.012395657
216,0.001356321,0.027030390,0.146504678,0.619935915,0.205172696
217,0.000591451,0.864052258,0.123635525,0.010360092,0.001360674
218,0.000593883,0.838568896,0.148439184,0.010675857,0.001722180
219,0.000653786,0.767965142,0.204204666,0.021047744,0.006128662
220,0.004013114,0.039560569,0.191031942,0.486344272,0.279050104
221,0.000435761,0.911835631,0.068424534,0.013351633,0.005952440
222,0.001898585,0.134443053,0.388190556,0.213020828,0.262446978
223,0.000751963,0.789826750,0.176586630,0.019445109,0.013389549
224,0.005769982,0.035975941,0.083915235,0.644827578,0.229511265
225,0.001777331,0.283398786,0.582427227,0.117225034,0.015171620
226,0.004521002,0.267312769,0.578389512,0.092018850,0.057757867
227,0.002203274,0.306809851,0.610059544,0.066845497,0.014081834
228,0.034610578,0.834952226,0.106896924,0.015990993,0.007549278
229,0.000406490,0.664345482,0.290749745,0.040306886,0.004191397
230,0.005085296,0.305411824,0.434119745,0.178609589,0.076773545
231,0.002673784,0.216068329,0.562514561,0.198082835,0.020660491
232,0.000434460,0.896855150,0.081428423,0.015093223,0.006188745
233,0.012484342,0.311856139,0.370749255,0.175384264,0.129526000
234,0.006811549,0.055751747,0.420431977,0.378098946,0.138905780
235,0.002845205,0.088568708,0.356560496,0.478502731,0.073522860
236,0.002003856,0.083395809,0.728936373,0.178019056,0.007644906
237,0.000354132,0.891926149,0.098011094,0.006806532,0.002902093
238,0.000956251,0.091737985,0.728808268,0.157936126,0.020561370
239,0.002502904,0.694841757,0.231060136,0.022250148,0.049345055
240,0.005905278,0.061182180,0.516976780,0.404644097,0.011291665
241,0.011865407,0.490297297,0.340385960,0.136789187,0.020662150
242,0.001048254,0.805509918,0.185977889,0.006208075,0.001255864
243,0.001545318,0.438126303,0.472684025,0.062318875,0.025325479
244,0.000689827,0.806485994,0.157982455,0.029383985,0.005457739
245,0.001674807,0.564153256,0.413247013,0.015384414,0.005540510
246,0.000064931,0.969184334,0.021761739,0.007070584,0.001918411
247,0.044311382,0.566381073,0.275776178,0.071183957,0.042347410
248,0.015042764,0.567979603,0.290979802,0.039477900,0.086519931
249,0.001485970,0.097557693,0.769886898,0.124831111,0.006238327
250,0.001886296,0.308725924,0.638439345,0.047460994,0.003487440
251,0.001030538,0.865945849,0.122852881,0.008001064,0.002169669
252,0.002025011,0.629071773,0.349677091,0.015421968,0.003804156
253,0.001299467,0.384697639,0.505337290,0.095642888,0.013022716
254,0.010627357,0.196673612,0.447728301,0.241920296,0.103050434
255,0.001547154,0.586031057,0.335914499,0.041983704,0.034523586
256,0.000140701,0.922330236,0.057294031,0.014318504,0.005916527
257,0.011464680,0.040079568,0.234113712,0.441445617,0.272896423
258,0.000803668,0.866148176,0.114029707,0.013432893,0.005585556
259,0.002432629,0.790586023,0.169325576,0.020773863,0.016881910
260,0.005248197,0.113039675,0.344725951,0.371560844,0.165425333
261,0.001047145,0.569962035,0.363066620,0.060315097,0.005609103
262,0.001405738,0.666967625,0.266080700,0.032254975,0.033290962
263,0.005545705,0.024027651,0.414294497,0.388054149,0.168077999
264,0.004538377,0.027875773,0.564821770,0.292942696,0.109821384
265,0.001940994,0.254233539,0.225967452,0.292331897,0.225526119
266,0.001491214,0.133260708,0.596842281,0.195663962,0.072741835
267,0.001863040,0.547669156,0.428438319,0.018112816,0.003916670
268,0.002392542,0.424641806,0.498047537,0.064651144,0.010266972
269,0.000774959,0.576141217,0.392621329,0.028367304,0.002095191
270,0.004549619,0.387410837,0.479963968,0.078738418,0.049337158
271,0.000769322,0.683273070,0.261411877,0.026353282,0.028192448
272,0.000670587,0.696009877,0.251038518,0.033849867,0.018431151
273,0.014483286,0.218449495,0.584457968,0.116659968,0.065949282
274,0.008357895,0.007784813,0.139687400,0.613873207,0.230296685
275,0.000605778,0.709686908,0.257284062,0.026073430,0.006349821
276,0.000735534,0.734440829,0.250463132,0.008874634,0.005485871
277,0.000695803,0.737850562,0.242077172,0.014515559,0.004860903
278,0.001654997,0.639761981,0.321193829,0.033135625,0.004253569
279,0.005124211,0.286154908,0.628135005,0.063996505,0.016589371
280,0.000757534,0.835656732,0.117913558,0.030773092,0.014899084
281,0.004044992,0.320764023,0.636050057,0.031564957,0.007575970
282,0.005442777,0.057710925,0.658866085,0.187841072,0.090139141
283,0.014253148,0.485058049,0.355443441,0.114811635,0.030433727
284,0.000280445,0.591232887,0.381791919,0.022514758,0.004179991
285,0.004361453,0.117373016,0.657376447,0.200397961,0.020491124
286,0.000271004,0.895342404,0.099006426,0.004403365,0.000976801
287,0.032138384,0.522745084,0.403729127,0.030380408,0.011006997
288,0.000695359,0.007390623,0.116771292,0.427209141,0.447933586
289,0.002725307,0.214341981,0.724322409,0.053136895,0.005473408
290,0.004063982,0.190891513,0.380504811,0.378298993,0.046240701
291,0.006554207,0.049187429,0.584745369,0.284042708,0.075470287
292,0.010010093,0.021061546,0.305734267,0.337448297,0.325745798
293,0.001633051,0.820926148,0.140086525,0.031347944,0.006006332
294,0.004847840,0.186316075,0.570215205,0.211628389,0.026992491
295,0.150530432,0.045552619,0.053235260,0.166304503,0.584377186
296,0.002103626,0.296992027,0.468851201,0.163482059,0.068571086
297,0.001732814,0.878515542,0.102041530,0.013616608,0.004093506
298,0.006054251,0.089846878,0.552125252,0.324414304,0.027559316
299,0.001455686,0.351169984,0.600638550,0.040447643,0.006288136
300,0.002816692,0.215946456,0.561449095,0.192372848,0.027414910
301,0.010040581,0.114168269,0.544349662,0.311853907,0.019587581
302,0.031421421,0.085437812,0.028161700,0.210827910,0.644151157
303,0.001814567,0.093638994,0.379297663,0.501393815,0.023854961
304,0.005746981,0.047060040,0.589827860,0.265669267,0.091695852
305,0.000786227,0.574415260,0.373910061,0.043797381,0.007091071
306,0.000984686,0.588975110,0.327226908,0.048036729,0.034776567
307,0.000093511,0.961753285,0.032968666,0.003510874,0.001673664
308,0.000544439,0.880638891,0.111152179,0.006496792,0.001167699
309,0.001003136,0.449204422,0.514867638,0.030936578,0.003988227
310,0.004049835,0.051462650,0.541335208,0.373928164,0.029224142
311,0.001046068,0.628014689,0.353991614,0.013241878,0.003705751
312,0.003404206,0.474659678,0.456370805,0.052602614,0.012962697
313,0.020308316,0.307280042,0.606931339,0.053954902,0.011525401
314,0.012231389,0.323200820,0.520901577,0.130970513,0.012695701
315,0.004917644,0.443783100,0.286091290,0.185858567,0.079349399
316,0.001070226,0.806319653,0.182974939,0.007348959,0.002286223
317,0.004527817,0.122316678,0.695324378,0.151590689,0.026240439
318,0.000710447,0.577543160,0.404785189,0.013692386,0.003268818
319,0.006518251,0.259499812,0.552909852,0.137379682,0.043692403
320,0.003085878,0.287765456,0.661080940,0.042494212,0.005573514
321,0.002273892,0.179601735,0.660281156,0.139205832,0.018637385
322,0.002241955,0.209269584,0.723753868,0.060327295,0.004407299
323,0.001144644,0.670892117,0.292171680,0.025370806,0.010420754
324,0.053689972,0.153189706,0.484352654,0.239728230,0.069039439
325,0.000453631,0.658898528,0.304350089,0.026092794,0.010204958
326,0.002096827,0.679079198,0.244058285,0.034875988,0.039889702
327,0.000792049,0.760136119,0.210793046,0.024776899,0.003501887
328,0.001459644,0.383682997,0.548180298,0.051169806,0.015507255
329,0.010336508,0.240124437,0.690326443,0.052986801,0.006225810
330,0.001184030,0.837735564,0.141786138,0.016650571,0.002643698
331,0.004804108,0.224286690,0.544427763,0.154620505,0.071860933
332,0.001664380,0.312364526,0.651325343,0.031260829,0.003384923
333,0.002009963,0.583732950,0.364711395,0.046000633,0.003545059
334,0.003407550,0.010132085,0.066571508,0.556868482,0.363020375
335,0.000814404,0.668468422,0.315110579,0.011811163,0.003795432
336,0.001800315,0.485620553,0.470868347,0.034223968,0.007486817
337,0.001239330,0.546918860,0.425695445,0.023121561,0.003024805
338,0.005908404,0.127150104,0.778920944,0.080480518,0.007540029
339,0.000534102,0.873566971,0.112735193,0.005555413,0.007608321
340,0.004116762,0.301500728,0.599356042,0.072719105,0.022307364
341,0.002948330,0.318279348,0.610950842,0.061475913,0.006345568
342,0.000375468,0.916216782,0.074543312,0.006076493,0.002787945
343,0.004064046,0.541381408,0.381179007,0.063570977,0.009804563
344,0.001175391,0.691095298,0.247868686,0.034041178,0.025819447
345,0.002708613,0.129956572,0.687995426,0.164787382,0.014552007
346,0.006352806,0.524863042,0.275633414,0.170188958,0.022961780
347,0.005875009,0.005559806,0.028887966,0.242475427,0.717201792
348,0.001254866,0.798050030,0.170281576,0.019645184,0.010768345
349,0.001888906,0.203552034,0.707323061,0.081671062,0.005564936
350,0.051733073,0.387566122,0.321765015,0.117944723,0.120991067
351,0.002893494,0.076384096,0.554464579,0.313612515,0.052645316
352,0.000883138,0.733913579,0.234403542,0.025910730,0.004889011
353,0.000934434,0.611850606,0.360815137,0.022100061,0.004299762
354,0.006572644,0.010328723,0.053603666,0.301473742,0.628021225
355,0.001014854,0.390237765,0.521148149,0.078984835,0.008614397
356,0.015844934,0.032383544,0.568824744,0.291078542,0.091868236
357,0.010740285,0.749773958,0.191875747,0.032319861,0.015290149
358,0.001786960,0.710514485,0.256498636,0.026981966,0.004217952
359,0.000446976,0.910002284,0.079463960,0.005922735,0.004164044
360,0.000492087,0.906686785,0.085754938,0.005971944,0.001094246
361,0.001868835,0.799349061,0.181894660,0.014559800,0.002327644
362,0.025372932,0.410187319,0.470878045,0.061088013,0.032473690
363,0.000768593,0.902025434,0.089753490,0.006228058,0.001224425
364,0.007659401,0.148557543,0.539998031,0.268166771,0.035618254
365,0.000579630,0.786743531,0.204943318,0.006297198,0.001436323
366,0.002813439,0.466048677,0.479429385,0.040259527,0.011448972
367,0.002896498,0.037404204,0.116318191,0.256960029,0.586421078
368,0.003414839,0.513000468,0.438832518,0.035700525,0.009051649
369,0.000605189,0.892545751,0.100906918,0.005085807,0.000856336
370,0.002492812,0.389479361,0.460780882,0.107904908,0.039342038
371,0.003072958,0.301816898,0.574296987,0.108140224,0.012672933
372,0.001687515,0.695035619,0.251682022,0.031902007,0.019692838
373,0.002509075,0.790589601,0.174105312,0.026270803,0.006525209
374,0.002743529,0.609142941,0.229173839,0.115057397,0.043882294
375,0.024941493,0.260237069,0.296197419,0.249029880,0.169594139
376,0.006240277,0.172542500,0.602524874,0.199679304,0.019013045
377,0.003575506,0.438076268,0.532985639,0.021878193,0.003484394
378,0.002334260,0.144118472,0.657401540,0.154154966,0.041990762
379,0.004564270,0.132344075,0.724851048,0.122708032,0.015532575
380,0.002336760,0.036196155,0.469541693,0.358502566,0.133422826
381,0.003161623,0.199521847,0.753748027,0.034449422,0.009119080
382,0.021047353,0.104473334,0.594054576,0.223170731,0.057254006
383,0.001078952,0.343503058,0.614337595,0.032185594,0.008894801
384,0.006642730,0.101854749,0.403360008,0.417851290,0.070291223
385,0.000511401,0.784790132,0.159540073,0.046166031,0.008992363
386,0.005865347,0.062077912,0.410899991,0.331538467,0.189618283
387,0.003629266,0.038622802,0.504091371,0.340938559,0.112718002
388,0.006429749,0.023714948,0.626892455,0.286009381,0.056953466
389,0.009902661,0.086854945,0.580434027,0.240762482,0.082045885
390,0.004624236,0.159483616,0.739861835,0.078185939,0.017844374
391,0.005778060,0.457447244,0.188452016,0.160476883,0.187845797
392,0.004825109,0.070969655,0.625828964,0.287490439,0.010885833
393,0.002156342,0.188771810,0.582690450,0.195064798,0.031316600
394,0.000305012,0.751727730,0.239187619,0.007081840,0.001697799
395,0.002207327,0.057833486,0.063995785,0.340273462,0.535689941
396,0.001403787,0.791108341,0.178369143,0.020430723,0.008688006
397,0.000703280,0.760497564,0.199658344,0.028467495,0.010673318
398,0.001633526,0.704553585,0.262491709,0.022662445,0.008658736
399,0.002226090,0.124836917,0.417737548,0.264725326,0.190474118
400,0.000913083,0.566859099,0.384241117,0.026134086,0.021852616
401,0.001438870,0.381374950,0.433829272,0.152442152,0.030914756
402,0.001613032,0.653732068,0.311416246,0.023753299,0.009485355
403,0.000999615,0.353811833,0.599765340,0.038997087,0.006426126
404,0.001025833,0.669862929,0.225082427,0.058542602,0.045486209
405,0.001733694,0.439091111,0.455410015,0.059113994,0.044651185
406,0.001183886,0.414233665,0.426360528,0.151732254,0.006489666
407,0.001376903,0.343789714,0.509555327,0.130341599,0.014936457
408,0.001161354,0.031952833,0.178331500,0.737102306,0.051452007
409,0.001658013,0.222559971,0.731543122,0.038459298,0.005779596
410,0.000351640,0.894286126,0.094808246,0.006039568,0.004514420
411,0.000956835,0.738130606,0.195192837,0.024889687,0.040830035
412,0.006299658,0.042542882,0.086008896,0.672750399,0.192398165
413,0.000219650,0.869516022,0.116240504,0.010977511,0.003046313
414,0.001840329,0.170985769,0.495824983,0.306188966,0.025159952
415,0.003953509,0.187327079,0.397517269,0.141214520,0.269987622
416,0.000849963,0.388704204,0.569219693,0.032523801,0.008702339
417,0.001441951,0.097233117,0.314824180,0.554996282,0.031504469
418,0.000282390,0.842001175,0.141169178,0.011435682,0.005111575
419,0.007618034,0.147852878,0.370114962,0.387430145,0.086983982
420,0.001096244,0.262899926,0.440663271,0.112804228,0.182536331
421,0.002720837,0.363824423,0.433337697,0.082183935,0.117933108
422,0.001982091,0.156653957,0.674795487,0.147803445,0.018765020
423,0.001405823,0.341776579,0.626345156,0.028292356,0.002180087
424,0.001679307,0.225287634,0.613433165,0.151408127,0.008191767
425,0.021323179,0.215038982,0.366983630,0.370289419,0.026364790
426,0.000740355,0.617095886,0.309497779,0.055152998,0.017512983
427,0.001254003,0.416975984,0.529431448,0.046075147,0.006263419
428,0.000640036,0.636279753,0.337012810,0.023218941,0.002848460
429,0.004496657,0.172200318,0.307505700,0.240683980,0.275113345
430,0.000436735,0.858782518,0.126747713,0.007777484,0.006255550
431,0.000669294,0.678039019,0.275420517,0.027133561,0.018737609
432,0.003473508,0.019639464,0.543729682,0.387251634,0.045905712
433,0.011679681,0.153599898,0.451770479,0.168044959,0.214904983
434,0.000624877,0.879730347,0.109341367,0.007567512,0.002735898
435,0.003149835,0.275676643,0.640618822,0.065674955,0.014879745
