id,no answer,very important,quite important,not important,not at all important
99,0.014873844,0.206356196,0.284681840,0.285516576,0.208571544
100,0.014873847,0.206356241,0.284681875,0.285516546,0.208571492
101,0.014873853,0.206356097,0.284681759,0.285516591,0.208571700
102,0.014873853,0.206356097,0.284681759,0.285516591,0.208571700
103,0.014873843,0.206356022,0.284681684,0.285516668,0.208571783
104,0.014873844,0.206356002,0.284681639,0.285516726,0.208571790
105,0.014873840,0.206356222,0.284681842,0.285516583,0.208571513
106,0.014873844,0.206356196,0.284681841,0.285516576,0.208571544
107,0.014873836,0.206356155,0.284681764,0.285516671,0.208571575
108,0.014873847,0.206356238,0.284681872,0.285516548,0.208571494
109,0.014873837,0.206356164,0.284681797,0.285516625,0.208571577
110,0.014873833,0.206356190,0.284681800,0.285516632,0.208571546
111,0.014873833,0.206356190,0.284681800,0.285516631,0.208571546
112,0.014873844,0.206356194,0.284681838,0.285516578,0.208571545
113,0.014873837,0.206356165,0.284681798,0.285516624,0.208571577
114,0.014873837,0.206356166,0.284681799,0.285516623,0.208571575
115,0.014873836,0.206356175,0.284681809,0.285516612,0.208571568
116,0.014873857,0.206356071,0.284681757,0.285516584,0.208571731
117,0.014873853,0.206356097,0.284681759,0.285516591,0.208571700
118,0.014873839,0.206356049,0.284681686,0.285516674,0.208571752
119,0.014873850,0.206356224,0.284681882,0.285516529,0.208571516
120,0.014873832,0.206356202,0.284681812,0.285516619,0.208571536
121,0.014873846,0.206356253,0.284681887,0.285516532,0.208571482
122,0.014873839,0.206356051,0.284681689,0.285516671,0.208571749
123,0.014873853,0.206356100,0.284681762,0.285516588,0.208571697
124,0.014873839,0.206356051,0.284681689,0.285516671,0.208571749
125,0.014873839,0.206356234,0.284681855,0.285516569,0.208571503
126,0.014873853,0.206356100,0.284681762,0.285516588,0.208571697
127,0.014873849,0.206356227,0.284681885,0.285516526,0.208571513
128,0.014873843,0.206356026,0.284681687,0.285516664,0.208571780
129,0.014873849,0.206356227,0.284681885,0.285516526,0.208571513
130,0.014873835,0.206356179,0.284681812,0.285516608,0.208571565
131,0.014873843,0.206356026,0.284681687,0.285516664,0.208571780
132,0.014873839,0.206356235,0.284681856,0.285516568,0.208571502
133,0.014873853,0.206356101,0.284681762,0.285516587,0.208571697
134,0.014873849,0.206356236,0.284681894,0.285516516,0.208571506
135,0.014873849,0.206356236,0.284681894,0.285516516,0.208571506
136,0.014873856,0.206356083,0.284681769,0.285516571,0.208571721
137,0.014873849,0.206356236,0.284681894,0.285516516,0.208571506
138,0.014873838,0.206356061,0.284681699,0.285516660,0.208571742
139,0.014873852,0.206356109,0.284681771,0.285516577,0.208571690
140,0.014873845,0.206356262,0.284681897,0.285516522,0.208571475
141,0.014873856,0.206356083,0.284681769,0.285516571,0.208571721
142,0.014873835,0.206356188,0.284681822,0.285516598,0.208571558
143,0.014873852,0.206356110,0.284681772,0.285516577,0.208571690
144,0.014873839,0.206356169,0.284681829,0.285516595,0.208571568
145,0.014873845,0.206356262,0.284681897,0.285516522,0.208571474
146,0.014873831,0.206356214,0.284681824,0.285516605,0.208571526
147,0.014873852,0.206356110,0.284681772,0.285516577,0.208571689
148,0.014873838,0.206356061,0.284681699,0.285516660,0.208571741
149,0.014873831,0.206356214,0.284681824,0.285516605,0.208571526
150,0.014873845,0.206356262,0.284681897,0.285516522,0.208571474
151,0.014873852,0.206356110,0.284681772,0.285516577,0.208571689
152,0.014873845,0.206356263,0.284681897,0.285516522,0.208571474
153,0.014873835,0.206356188,0.284681822,0.285516598,0.208571557
154,0.014873835,0.206356188,0.284681822,0.285516598,0.208571557
155,0.014873835,0.206356188,0.284681822,0.285516598,0.208571557
156,0.014873831,0.206356214,0.284681824,0.285516605,0.208571526
157,0.014873831,0.206356214,0.284681824,0.285516605,0.208571526
158,0.014873849,0.206356237,0.284681895,0.285516515,0.208571505
159,0.014873849,0.206356065,0.284681738,0.285516607,0.208571741
160,0.014873835,0.206356188,0.284681822,0.285516598,0.208571557
161,0.014873835,0.206356188,0.284681822,0.285516598,0.208571557
162,0.014873849,0.206356065,0.284681738,0.285516607,0.208571741
163,0.014873835,0.206356189,0.284681822,0.285516598,0.208571557
164,0.014873834,0.206356189,0.284681822,0.285516598,0.208571557
165,0.014873849,0.206356237,0.284681895,0.285516514,0.208571505
166,0.014873831,0.206356215,0.284681825,0.285516604,0.208571526
167,0.014873834,0.206356189,0.284681823,0.285516597,0.208571557
168,0.014873834,0.206356189,0.284681823,0.285516597,0.208571557
169,0.014873831,0.206356215,0.284681825,0.285516604,0.208571526
170,0.014873831,0.206356215,0.284681825,0.285516604,0.208571526
171,0.014873831,0.206356215,0.284681825,0.285516604,0.208571526
172,0.014873834,0.206356189,0.284681823,0.285516597,0.208571557
173,0.014873848,0.206356238,0.284681896,0.285516514,0.208571505
174,0.014873831,0.206356215,0.284681825,0.285516603,0.208571525
175,0.014873831,0.206356215,0.284681825,0.285516604,0.208571525
176,0.014873831,0.206356215,0.284681825,0.285516603,0.208571525
177,0.014873852,0.206356111,0.284681773,0.285516576,0.208571688
178,0.014873834,0.206356189,0.284681823,0.285516597,0.208571556
179,0.014873834,0.206356189,0.284681823,0.285516597,0.208571556
180,0.014873834,0.206356189,0.284681823,0.285516597,0.208571557
181,0.014873834,0.206356189,0.284681823,0.285516597,0.208571557
182,0.014873845,0.206356264,0.284681898,0.285516520,0.208571473
183,0.014873834,0.206356189,0.284681823,0.285516597,0.208571557
184,0.014873834,0.206356189,0.284681823,0.285516597,0.208571556
185,0.014873831,0.206356215,0.284681826,0.285516603,0.208571525
186,0.014873849,0.206356066,0.284681739,0.285516605,0.208571740
187,0.014873834,0.206356189,0.284681823,0.285516597,0.208571556
188,0.014873856,0.206356085,0.284681771,0.285516569,0.208571719
189,0.014873834,0.206356189,0.284681823,0.285516597,0.208571556
190,0.014873856,0.206356085,0.284681771,0.285516569,0.208571719
191,0.014873834,0.206356189,0.284681823,0.285516597,0.208571556
192,0.014873856,0.206356085,0.284681771,0.285516569,0.208571719
193,0.014873842,0.206356037,0.284681698,0.285516652,0.208571771
194,0.014873842,0.206356037,0.284681698,0.285516652,0.208571771
195,0.014873845,0.206356080,0.284681731,0.285516623,0.208571721
196,0.014873845,0.206356262,0.284681897,0.285516522,0.208571475
197,0.014873835,0.206356188,0.284681822,0.285516598,0.208571557
198,0.014873835,0.206356167,0.284681776,0.285516657,0.208571565
199,0.014873839,0.206356141,0.284681774,0.285516651,0.208571596
200,0.014873853,0.206356190,0.284681847,0.285516567,0.208571543
201,0.014873851,0.206355970,0.284681657,0.285516701,0.208571821
202,0.014873852,0.206356202,0.284681860,0.285516553,0.208571533
203,0.014873834,0.206356180,0.284681790,0.285516642,0.208571554
204,0.014873848,0.206356229,0.284681863,0.285516559,0.208571502
205,0.014873838,0.206356154,0.284681788,0.285516636,0.208571585
206,0.014873834,0.206356180,0.284681790,0.285516642,0.208571554
207,0.014873833,0.206356190,0.284681800,0.285516631,0.208571545
208,0.014873840,0.206356038,0.284681676,0.285516686,0.208571760
209,0.014873844,0.206356014,0.284681675,0.285516677,0.208571790
210,0.014873833,0.206356192,0.284681803,0.285516629,0.208571543
211,0.014873832,0.206356201,0.284681812,0.285516619,0.208571536
212,0.014873836,0.206356175,0.284681810,0.285516612,0.208571567
213,0.014873846,0.206356171,0.284681816,0.285516604,0.208571564
214,0.014873846,0.206356171,0.284681816,0.285516604,0.208571564
215,0.014873853,0.206356190,0.284681848,0.285516567,0.208571543
216,0.014873839,0.206356141,0.284681775,0.285516650,0.208571595
217,0.014873852,0.206356203,0.284681861,0.285516553,0.208571532
218,0.014873844,0.206356194,0.284681840,0.285516578,0.208571544
219,0.014873837,0.206356164,0.284681799,0.285516624,0.208571576
220,0.014873837,0.206356165,0.284681799,0.285516624,0.208571576
221,0.014873840,0.206356038,0.284681677,0.285516686,0.208571759
222,0.014873854,0.206356086,0.284681749,0.285516603,0.208571707
223,0.014873837,0.206356165,0.284681799,0.285516624,0.208571576
224,0.014873858,0.206356060,0.284681747,0.285516596,0.208571739
225,0.014873836,0.206356165,0.284681800,0.285516623,0.208571575
226,0.014873851,0.206356214,0.284681872,0.285516540,0.208571523
227,0.014873851,0.206356043,0.284681716,0.285516632,0.208571759
228,0.014873847,0.206356240,0.284681875,0.285516546,0.208571492
229,0.014873833,0.206356192,0.284681803,0.285516629,0.208571543
230,0.014873836,0.206356166,0.284681801,0.285516622,0.208571574
231,0.014873836,0.206356167,0.284681801,0.285516622,0.208571574
232,0.014873844,0.206356014,0.284681676,0.285516677,0.208571789
233,0.014873858,0.206356062,0.284681749,0.285516594,0.208571737
234,0.014873854,0.206356088,0.284681751,0.285516601,0.208571706
235,0.014873836,0.206356167,0.284681801,0.285516622,0.208571574
236,0.014873847,0.206356241,0.284681876,0.285516545,0.208571491
237,0.014873834,0.206356189,0.284681824,0.285516597,0.208571556
238,0.014873831,0.206356215,0.284681826,0.285516604,0.208571525
239,0.014873834,0.206356189,0.284681824,0.285516597,0.208571556
240,0.014873845,0.206356264,0.284681899,0.285516520,0.208571473
241,0.014873845,0.206356092,0.284681742,0.285516612,0.208571708
242,0.014873845,0.206356264,0.284681899,0.285516520,0.208571472
243,0.014873830,0.206356215,0.284681827,0.285516603,0.208571524
244,0.014873852,0.206356111,0.284681774,0.285516575,0.208571688
245,0.014873834,0.206356179,0.284681790,0.285516644,0.208571554
246,0.014873834,0.206356180,0.284681791,0.285516643,0.208571553
247,0.014873834,0.206356181,0.284681792,0.285516642,0.208571553
248,0.014873844,0.206356013,0.284681676,0.285516677,0.208571789
249,0.014873835,0.206356176,0.284681812,0.285516611,0.208571566
250,0.014873840,0.206356222,0.284681844,0.285516582,0.208571512
251,0.014873851,0.206356212,0.284681871,0.285516542,0.208571524
252,0.014873843,0.206356206,0.284681852,0.285516564,0.208571535
253,0.014873832,0.206356202,0.284681814,0.285516618,0.208571535
254,0.014873843,0.206356184,0.284681832,0.285516586,0.208571554
255,0.014873836,0.206356165,0.284681800,0.285516623,0.208571575
256,0.014873842,0.206356157,0.284681817,0.285516621,0.208571563
257,0.014873850,0.206356214,0.284681873,0.285516540,0.208571523
258,0.014873836,0.206356166,0.284681801,0.285516623,0.208571575
259,0.014873847,0.206356241,0.284681876,0.285516546,0.208571491
260,0.014873840,0.206356039,0.284681678,0.285516684,0.208571758
261,0.014873836,0.206356166,0.284681801,0.285516622,0.208571574
262,0.014873843,0.206356185,0.284681833,0.285516586,0.208571554
263,0.014873853,0.206355979,0.284681690,0.285516669,0.208571808
264,0.014873867,0.206356027,0.284681763,0.285516586,0.208571756
265,0.014873870,0.206356008,0.284681773,0.285516585,0.208571764
266,0.014873853,0.206355979,0.284681691,0.285516669,0.208571808
267,0.014873862,0.206356161,0.284681898,0.285516530,0.208571549
268,0.014873844,0.206356196,0.284681842,0.285516576,0.208571543
269,0.014873852,0.206356201,0.284681860,0.285516554,0.208571533
270,0.014873855,0.206356075,0.284681738,0.285516616,0.208571717
271,0.014873838,0.206356153,0.284681788,0.285516637,0.208571585
272,0.014873838,0.206356153,0.284681788,0.285516637,0.208571585
273,0.014873836,0.206356165,0.284681800,0.285516623,0.208571575
274,0.014873844,0.206356014,0.284681677,0.285516677,0.208571789
275,0.014873832,0.206356193,0.284681805,0.285516628,0.208571542
276,0.014873844,0.206356197,0.284681843,0.285516575,0.208571542
277,0.014873832,0.206356193,0.284681805,0.285516628,0.208571542
278,0.014873837,0.206356177,0.284681812,0.285516623,0.208571551
279,0.014873858,0.206356063,0.284681750,0.285516593,0.208571736
280,0.014873832,0.206356193,0.284681805,0.285516628,0.208571542
281,0.014873850,0.206356216,0.284681875,0.285516538,0.208571521
282,0.014873854,0.206356089,0.284681753,0.285516599,0.208571705
283,0.014873831,0.206356205,0.284681817,0.285516615,0.208571533
284,0.014873839,0.206356236,0.284681858,0.285516567,0.208571500
285,0.014873858,0.206356079,0.284681769,0.285516586,0.208571708
286,0.014873852,0.206356206,0.284681895,0.285516526,0.208571521
287,0.014873845,0.206356143,0.284681827,0.285516602,0.208571584
288,0.014873832,0.206356202,0.284681814,0.285516618,0.208571534
289,0.014873843,0.206356206,0.284681852,0.285516564,0.208571534
290,0.014873839,0.206356232,0.284681855,0.285516571,0.208571503
291,0.014873853,0.206356098,0.284681762,0.285516589,0.208571697
292,0.014873862,0.206356065,0.284681777,0.285516580,0.208571716
293,0.014873857,0.206356073,0.284681760,0.285516582,0.208571728
294,0.014873839,0.206356051,0.284681690,0.285516671,0.208571749
295,0.014873862,0.206356065,0.284681778,0.285516580,0.208571715
296,0.014873831,0.206356204,0.284681816,0.285516616,0.208571533
297,0.014873857,0.206356074,0.284681761,0.285516581,0.208571727
298,0.014873862,0.206356065,0.284681778,0.285516579,0.208571715
299,0.014873841,0.206356170,0.284681830,0.285516607,0.208571552
300,0.014873853,0.206356100,0.284681764,0.285516588,0.208571696
301,0.014873857,0.206356074,0.284681761,0.285516581,0.208571727
302,0.014873857,0.206356074,0.284681761,0.285516581,0.208571727
303,0.014873853,0.206356036,0.284681739,0.285516617,0.208571755
304,0.014873857,0.206356075,0.284681763,0.285516580,0.208571726
305,0.014873839,0.206356236,0.284681858,0.285516567,0.208571500
306,0.014873838,0.206356062,0.284681702,0.285516659,0.208571739
307,0.014873830,0.206356215,0.284681827,0.285516603,0.208571524
308,0.014873857,0.206356203,0.284681912,0.285516505,0.208571522
309,0.014873843,0.206356155,0.284681839,0.285516588,0.208571574
310,0.014873851,0.206356002,0.284681714,0.285516644,0.208571789
311,0.014873840,0.206356181,0.284681842,0.285516594,0.208571543
312,0.014873854,0.206356230,0.284681915,0.285516511,0.208571491
313,0.014873857,0.206356204,0.284681912,0.285516504,0.208571522
314,0.014873845,0.206356253,0.284681889,0.285516532,0.208571481
315,0.014873830,0.206356217,0.284681829,0.285516602,0.208571523
316,0.014873845,0.206356254,0.284681890,0.285516531,0.208571480
317,0.014873845,0.206356252,0.284681889,0.285516533,0.208571481
318,0.014873845,0.206356254,0.284681890,0.285516531,0.208571480
319,0.014873847,0.206356070,0.284681721,0.285516636,0.208571725
320,0.014873843,0.206356209,0.284681856,0.285516561,0.208571532
321,0.014873844,0.206356014,0.284681678,0.285516676,0.208571788
322,0.014873835,0.206356179,0.284681815,0.285516608,0.208571563
323,0.014873840,0.206356160,0.284681822,0.285516604,0.208571574
324,0.014873849,0.206356228,0.284681888,0.285516524,0.208571511
325,0.014873831,0.206356205,0.284681817,0.285516614,0.208571532
326,0.014873858,0.206356061,0.284681749,0.285516595,0.208571737
327,0.014873840,0.206356223,0.284681846,0.285516581,0.208571510
328,0.014873853,0.206356098,0.284681762,0.285516589,0.208571697
329,0.014873849,0.206356225,0.284681885,0.285516527,0.208571513
330,0.014873839,0.206356233,0.284681856,0.285516570,0.208571502
331,0.014873849,0.206356225,0.284681885,0.285516527,0.208571513
332,0.014873830,0.206356215,0.284681827,0.285516603,0.208571524
333,0.014873842,0.206356228,0.284681876,0.285516551,0.208571502
334,0.014873857,0.206356073,0.284681761,0.285516581,0.208571727
335,0.014873831,0.206356204,0.284681816,0.285516615,0.208571533
336,0.014873853,0.206356100,0.284681764,0.285516587,0.208571696
337,0.014873839,0.206356234,0.284681857,0.285516569,0.208571501
338,0.014873843,0.206356208,0.284681855,0.285516562,0.208571533
339,0.014873835,0.206356178,0.284681814,0.285516609,0.208571564
340,0.014873849,0.206356228,0.284681888,0.285516524,0.208571511
341,0.014873843,0.206356209,0.284681856,0.285516561,0.208571532
342,0.014873842,0.206356210,0.284681856,0.285516561,0.208571531
343,0.014873838,0.206356152,0.284681787,0.285516638,0.208571586
344,0.014873835,0.206356179,0.284681815,0.285516608,0.208571563
345,0.014873832,0.206356202,0.284681814,0.285516617,0.208571534
346,0.014873849,0.206356043,0.284681720,0.285516629,0.208571759
347,0.014873853,0.206356099,0.284681764,0.285516588,0.208571696
348,0.014873844,0.206356143,0.284681827,0.285516602,0.208571584
349,0.014873843,0.206356207,0.284681854,0.285516563,0.208571533
350,0.014873835,0.206356178,0.284681814,0.285516609,0.208571564
351,0.014873842,0.206356196,0.284681845,0.285516573,0.208571544
352,0.014873839,0.206356234,0.284681857,0.285516569,0.208571502
353,0.014873849,0.206356226,0.284681886,0.285516526,0.208571512
354,0.014873857,0.206356073,0.284681761,0.285516581,0.208571727
355,0.014873851,0.206356162,0.284681860,0.285516564,0.208571563
356,0.014873857,0.206356074,0.284681761,0.285516581,0.208571727
357,0.014873849,0.206356226,0.284681887,0.285516526,0.208571512
358,0.014873855,0.206356218,0.284681903,0.285516524,0.208571500
359,0.014873835,0.206356178,0.284681814,0.285516609,0.208571564
360,0.014873843,0.206356208,0.284681855,0.285516562,0.208571532
361,0.014873843,0.206356208,0.284681855,0.285516562,0.208571532
362,0.014873849,0.206356227,0.284681887,0.285516526,0.208571512
363,0.014873843,0.206356208,0.284681855,0.285516562,0.208571532
364,0.014873853,0.206356100,0.284681764,0.285516587,0.208571695
365,0.014873849,0.206356227,0.284681887,0.285516525,0.208571512
366,0.014873857,0.206356075,0.284681762,0.285516580,0.208571726
367,0.014873835,0.206356179,0.284681815,0.285516608,0.208571563
368,0.014873849,0.206356227,0.284681888,0.285516525,0.208571511
369,0.014873849,0.206356228,0.284681888,0.285516525,0.208571511
370,0.014873849,0.206356228,0.284681888,0.285516524,0.208571511
371,0.014873843,0.206356026,0.284681690,0.285516663,0.208571778
372,0.014873849,0.206356228,0.284681888,0.285516524,0.208571511
373,0.014873835,0.206356180,0.284681816,0.285516607,0.208571562
374,0.014873843,0.206356027,0.284681691,0.285516662,0.208571777
375,0.014873852,0.206356110,0.284681775,0.285516576,0.208571687
376,0.014873856,0.206356084,0.284681772,0.285516569,0.208571718
377,0.014873838,0.206356245,0.284681868,0.285516557,0.208571492
378,0.014873844,0.206356263,0.284681900,0.285516520,0.208571472
379,0.014873848,0.206356238,0.284681898,0.285516513,0.208571503
380,0.014873852,0.206356111,0.284681775,0.285516575,0.208571687
381,0.014873834,0.206356189,0.284681826,0.285516596,0.208571555
382,0.014873849,0.206356067,0.284681742,0.285516605,0.208571738
383,0.014873834,0.206356190,0.284681826,0.285516596,0.208571554
384,0.014873852,0.206356112,0.284681776,0.285516574,0.208571686
385,0.014873830,0.206356216,0.284681829,0.285516602,0.208571523
386,0.014873830,0.206356216,0.284681829,0.285516602,0.208571523
387,0.014873852,0.206356112,0.284681776,0.285516574,0.208571686
388,0.014873848,0.206356239,0.284681899,0.285516512,0.208571502
389,0.014873852,0.206356112,0.284681777,0.285516574,0.208571686
390,0.014873848,0.206356239,0.284681899,0.285516512,0.208571502
391,0.014873843,0.206356011,0.284681647,0.285516716,0.208571783
392,0.014873843,0.206356194,0.284681813,0.285516614,0.208571536
393,0.014873843,0.206356013,0.284681649,0.285516714,0.208571782
394,0.014873835,0.206356164,0.284681772,0.285516660,0.208571568
395,0.014873843,0.206356012,0.284681647,0.285516716,0.208571783
396,0.014873835,0.206356164,0.284681772,0.285516660,0.208571568
397,0.014873835,0.206356165,0.284681772,0.285516660,0.208571568
398,0.014873843,0.206356012,0.284681647,0.285516715,0.208571783
399,0.014873843,0.206356012,0.284681647,0.285516715,0.208571783
400,0.014873835,0.206356165,0.284681773,0.285516659,0.208571567
401,0.014873843,0.206356012,0.284681648,0.285516715,0.208571782
402,0.014873839,0.206356139,0.284681771,0.285516653,0.208571598
403,0.014873835,0.206356165,0.284681773,0.285516659,0.208571567
404,0.014873843,0.206356012,0.284681648,0.285516715,0.208571782
405,0.014873843,0.206356013,0.284681648,0.285516714,0.208571782
406,0.014873849,0.206356214,0.284681846,0.285516576,0.208571515
407,0.014873835,0.206356165,0.284681773,0.285516659,0.208571567
408,0.014873835,0.206356165,0.284681773,0.285516659,0.208571567
409,0.014873846,0.206356170,0.284681812,0.285516606,0.208571566
410,0.014873853,0.206356188,0.284681844,0.285516569,0.208571546
411,0.014873843,0.206356013,0.284681649,0.285516714,0.208571782
412,0.014873847,0.206355987,0.284681646,0.285516708,0.208571813
413,0.014873835,0.206356166,0.284681774,0.285516659,0.208571567
414,0.014873843,0.206356013,0.284681649,0.285516714,0.208571782
415,0.014873857,0.206356062,0.284681721,0.285516631,0.208571730
416,0.014873835,0.206356166,0.284681774,0.285516659,0.208571567
417,0.014873857,0.206356062,0.284681722,0.285516630,0.208571729
418,0.014873835,0.206356167,0.284681775,0.285516658,0.208571566
419,0.014873835,0.206356167,0.284681775,0.285516658,0.208571566
420,0.014873843,0.206356014,0.284681650,0.285516713,0.208571781
421,0.014873843,0.206356014,0.284681650,0.285516713,0.208571781
422,0.014873843,0.206356014,0.284681650,0.285516713,0.208571781
423,0.014873842,0.206356206,0.284681825,0.285516601,0.208571527
424,0.014873838,0.206356151,0.284681783,0.285516640,0.208571589
425,0.014873852,0.206356198,0.284681854,0.285516558,0.208571538
426,0.014873838,0.206356150,0.284681782,0.285516641,0.208571589
427,0.014873852,0.206356199,0.284681854,0.285516558,0.208571538
428,0.014873852,0.206356199,0.284681854,0.285516558,0.208571538
429,0.014873846,0.206355997,0.284681657,0.285516696,0.208571805
430,0.014873834,0.206356176,0.284681784,0.285516647,0.208571558
431,0.014873834,0.206356176,0.284681784,0.285516647,0.208571558
432,0.014873843,0.206356025,0.284681690,0.285516664,0.208571778
433,0.014873857,0.206356074,0.284681763,0.285516581,0.208571726
434,0.014873835,0.206356178,0.284681815,0.285516609,0.208571563
435,0.014873835,0.206356178,0.284681815,0.285516608,0.208571563
