id,no answer,very important,quite important,not important,not at all important
107,0.001695666,0.742474139,0.227132559,0.025268650,0.003428982
108,0.002439957,0.720875263,0.237983555,0.035189118,0.003512053
109,0.003906894,0.412170470,0.407518327,0.140518740,0.035885595
110,0.001904957,0.191881612,0.688828707,0.083577596,0.033807069
111,0.001468748,0.782003582,0.200757712,0.012212829,0.003557127
112,0.002145918,0.307586014,0.644766748,0.041689735,0.003811630
113,0.006753438,0.084378891,0.764186502,0.127026200,0.017655035
114,0.005169599,0.266932696,0.516272366,0.195205331,0.016420025
115,0.001299113,0.607594430,0.361522883,0.026468657,0.003114890
116,0.009845861,0.025500862,0.538062334,0.314375609,0.112215348
117,0.008563665,0.025903564,0.453409344,0.388395280,0.123728119
118,0.001195184,0.534952044,0.428968400,0.031451680,0.003432659
119,0.007718870,0.022636633,0.379747123,0.446103036,0.143794328
120,0.001405479,0.809587657,0.174161091,0.011663676,0.003182144
121,0.018349390,0.301430583,0.637299240,0.039082188,0.003838633
122,0.014142051,0.021721048,0.169603631,0.326129824,0.468403369
123,0.004821640,0.026412209,0.235192865,0.495773107,0.237800136
124,0.006042934,0.193467870,0.571812272,0.188039571,0.040637381
125,0.016260279,0.594865918,0.343182445,0.041377567,0.004313765
126,0.010252640,0.043945886,0.467146933,0.405041933,0.073612563
127,0.003360165,0.498517931,0.441213161,0.045670085,0.011238560
128,0.002206475,0.681408346,0.250955760,0.042796426,0.022633038
129,0.004814732,0.107096612,0.737830639,0.136892110,0.013365942
130,0.004851808,0.042999148,0.693417072,0.238323629,0.020408297
131,0.004318165,0.140312389,0.316362470,0.188390970,0.350616008
132,0.001524829,0.798888743,0.184804410,0.011186696,0.003595431
133,0.008531386,0.178817168,0.499038100,0.248539567,0.065073736
134,0.002163105,0.253139019,0.618498802,0.095463865,0.030735178
135,0.002400797,0.476330698,0.481219500,0.037048254,0.003000799
136,0.034038357,0.370694727,0.254562020,0.230198234,0.110506654
137,0.004883846,0.193276942,0.750989497,0.045574211,0.005275532
138,0.009291648,0.130241156,0.225787342,0.373991251,0.260688603
139,0.010208848,0.124085307,0.532216191,0.283480436,0.050009191
140,0.006581888,0.206037000,0.660003841,0.092958055,0.034419239
141,0.004975823,0.232195884,0.657343507,0.089397788,0.016087001
142,0.002229780,0.490800381,0.462834805,0.038539015,0.005596052
143,0.005636367,0.178147554,0.683633268,0.101848178,0.030734580
144,0.002302225,0.640719473,0.319439381,0.034273706,0.003265205
145,0.008587905,0.022500837,0.237216935,0.529329240,0.202365100
146,0.002353246,0.260055035,0.646385670,0.059378851,0.031827152
147,0.007229057,0.176943615,0.627832472,0.149928197,0.038066592
148,0.006962149,0.035073325,0.665950179,0.266521126,0.025493240
149,0.002998145,0.416665524,0.523728013,0.051011406,0.005596940
150,0.060162518,0.137445390,0.596993983,0.171642274,0.033755910
151,0.003556552,0.022479758,0.157676861,0.350331068,0.465955794
152,0.001512074,0.847012162,0.131565034,0.016413786,0.003496972
153,0.001281072,0.576945186,0.380391330,0.038279876,0.003102596
154,0.001429874,0.909953952,0.073045358,0.012319802,0.003250958
155,0.008971140,0.081268832,0.247802690,0.531359732,0.130597562
156,0.002876219,0.259697676,0.642917633,0.071127698,0.023380795
157,0.001487099,0.769977868,0.212522700,0.012410686,0.003601566
158,0.026803156,0.118833341,0.515466154,0.307586819,0.031310540
159,0.004699178,0.017164866,0.101936914,0.495491415,0.380707681
160,0.017182786,0.062081423,0.455027133,0.420744449,0.044964205
161,0.001646896,0.940398037,0.042802867,0.012049256,0.003102920
162,0.004496033,0.022017946,0.215107709,0.521333933,0.237044364
163,0.002307475,0.519346893,0.440129548,0.035143260,0.003072855
164,0.007175832,0.113242991,0.465067565,0.381165385,0.033348292
165,0.001730004,0.333164871,0.618853092,0.042611063,0.003640946
166,0.002669309,0.384768248,0.508222520,0.060412113,0.043927766
167,0.001513961,0.717737079,0.263700128,0.013603795,0.003445067
168,0.003051038,0.322069347,0.631601870,0.039957818,0.003319902
169,0.005387454,0.349577188,0.437797487,0.185276106,0.021961739
170,0.001397732,0.691067517,0.256909281,0.046804041,0.003821372
171,0.002004239,0.379988253,0.571103573,0.042180978,0.004722887
172,0.002906805,0.088835172,0.774248958,0.127779156,0.006229945
173,0.003503624,0.237589151,0.662581444,0.063389704,0.032936107
174,0.007349470,0.080714598,0.740549505,0.129738942,0.041647419
175,0.006224415,0.345629126,0.527561963,0.114948079,0.005636351
176,0.005752709,0.013049169,0.410048634,0.512349427,0.058800038
177,0.004186844,0.179705441,0.747743726,0.055923749,0.012440226
178,0.001300758,0.917254388,0.068514101,0.009853633,0.003077104
179,0.004066504,0.326799005,0.566436887,0.094950736,0.007746919
180,0.001672192,0.470223427,0.472989976,0.050808456,0.004305900
181,0.002716054,0.177492797,0.742455423,0.071618512,0.005717230
182,0.001330776,0.896926641,0.089211516,0.009308115,0.003222973
183,0.003126108,0.506944954,0.450024247,0.036915548,0.002989189
184,0.005751748,0.036432054,0.408730924,0.489748597,0.059336718
185,0.006530823,0.290967047,0.606368423,0.063966334,0.032167353
186,0.001651459,0.821054280,0.155735523,0.017804023,0.003754755
187,0.001537717,0.492689252,0.472157001,0.030635197,0.002980817
188,0.007771831,0.289296240,0.563692510,0.119822964,0.019416438
189,0.001397374,0.889444470,0.092247263,0.013602070,0.003308726
190,0.005225169,0.035502207,0.435262024,0.441464663,0.082545906
191,0.001470016,0.711542606,0.247020587,0.035951473,0.004015273
192,0.007259253,0.171263948,0.430125862,0.185882345,0.205468655
193,0.006458605,0.093943797,0.297489792,0.492916346,0.109191462
194,0.001628028,0.581079781,0.337454647,0.071193919,0.008643625
195,0.016358079,0.045244556,0.411510229,0.432806849,0.094080277
196,0.003296920,0.505306304,0.451449871,0.037032485,0.002914395
197,0.001413816,0.920030177,0.061762203,0.013579228,0.003214449
198,0.010161373,0.012466042,0.154564798,0.685332716,0.137475103
199,0.002063939,0.315324515,0.605764270,0.060603712,0.016243506
200,0.061134037,0.053667407,0.477817327,0.311858565,0.095522672
201,0.006446823,0.005901576,0.035679594,0.274591982,0.677380025
202,0.004877008,0.290400118,0.656312108,0.042738140,0.005672610
203,0.002038454,0.567310810,0.406671911,0.021211598,0.002767172
204,0.004259191,0.481927097,0.428564787,0.057451405,0.027797457
205,0.004319449,0.107568808,0.553265035,0.296987236,0.037859578
206,0.006765209,0.446761578,0.405994147,0.059284627,0.081194490
207,0.002929871,0.189053997,0.768033206,0.035611246,0.004371610
208,0.009035902,0.109719656,0.547489941,0.214307442,0.119447045
209,0.003725243,0.150624201,0.778940439,0.051689480,0.015020679
210,0.004091463,0.372709155,0.376211107,0.157123372,0.089864925
211,0.002897980,0.056793679,0.469575405,0.354888260,0.115844719
212,0.010126509,0.003504660,0.103531465,0.644216537,0.238620803
213,0.003569941,0.239691690,0.588847637,0.160076171,0.007814514
214,0.004215486,0.083881333,0.583134890,0.294493824,0.034274485
215,0.003229093,0.182618082,0.763894558,0.044552125,0.005706201
216,0.002036016,0.010119036,0.149777547,0.492839873,0.345227540
217,0.001476844,0.844126999,0.135098919,0.015627038,0.003670332
218,0.001434226,0.843063116,0.140685260,0.011343875,0.003473515
219,0.001545182,0.747925460,0.216979310,0.029906597,0.003643422
220,0.009104633,0.016958702,0.223976701,0.448438674,0.301521301
221,0.001843126,0.729874313,0.220047519,0.043771278,0.004463824
222,0.005895357,0.146930844,0.547222912,0.184264347,0.115686551
223,0.001460013,0.698407114,0.269233912,0.027109912,0.003789034
224,0.002025312,0.015848776,0.069028251,0.447416276,0.465681314
225,0.004204268,0.148705393,0.737568378,0.089215338,0.020306656
226,0.002954006,0.450886160,0.435198426,0.082651347,0.028310154
227,0.003518244,0.328089446,0.594896436,0.057904087,0.015591749
228,0.018244710,0.835789919,0.122522190,0.019135090,0.004308118
229,0.001320649,0.471533477,0.461028516,0.061330702,0.004786729
230,0.007652890,0.227766231,0.478264391,0.175258622,0.111057900
231,0.005006866,0.112816177,0.704340041,0.156393856,0.021443004
232,0.001525878,0.857624590,0.125596359,0.011640068,0.003613001
233,0.004833166,0.146046117,0.686051905,0.103230931,0.059837911
234,0.003139036,0.053484213,0.344850034,0.474937260,0.123589464
235,0.015935713,0.036081258,0.408391148,0.428757012,0.110834859
236,0.006938702,0.087163284,0.725162089,0.174530223,0.006205675
237,0.001426756,0.914319873,0.070388027,0.010398553,0.003466708
238,0.006733066,0.061121859,0.722588181,0.165454805,0.044102024
239,0.001350176,0.578721881,0.337091386,0.056838453,0.025998132
240,0.008357573,0.058120627,0.691437483,0.233767331,0.008316968
241,0.007182243,0.457101554,0.470524877,0.056495178,0.008696204
242,0.002880639,0.751603007,0.222227350,0.019829614,0.003459420
243,0.001291941,0.461283416,0.458616227,0.059336875,0.019471547
244,0.001642892,0.775073647,0.180829778,0.037865710,0.004588051
245,0.003057045,0.441686600,0.515034080,0.036549214,0.003672985
246,0.001679387,0.947755218,0.035926949,0.011826700,0.002811876
247,0.005825807,0.457053602,0.419174880,0.081413373,0.036532313
248,0.001423489,0.520950139,0.422850072,0.049733281,0.005043037
249,0.006344486,0.090751834,0.754073799,0.142200813,0.006629074
250,0.005470628,0.284309983,0.667325139,0.039105762,0.003788484
251,0.001605013,0.789277613,0.193225816,0.012346802,0.003544793
252,0.002045604,0.596476734,0.381327838,0.017077683,0.003072101
253,0.002860647,0.402862191,0.547164679,0.042653870,0.004458653
254,0.009534849,0.069668628,0.457813472,0.345407486,0.117575489
255,0.003647264,0.460105181,0.437753677,0.061215915,0.037277956
256,0.001525330,0.871934116,0.107142761,0.015137991,0.004259741
257,0.017104529,0.022658991,0.170300961,0.466230631,0.323704869
258,0.001524158,0.798537254,0.184769124,0.011316472,0.003853064
259,0.002266812,0.609215558,0.286030650,0.070971817,0.031515192
260,0.002521483,0.109629370,0.457894236,0.319818467,0.110136427
261,0.001443805,0.568683505,0.378786206,0.046033882,0.005052610
262,0.001344342,0.542189002,0.366417170,0.061076973,0.028972587
263,0.003093999,0.058914829,0.208791628,0.581588387,0.147611111
264,0.005367966,0.026620043,0.412610650,0.359171778,0.196229532
265,0.003068431,0.174032912,0.226920649,0.204518318,0.391459703
266,0.002559235,0.188148022,0.494308561,0.259599030,0.055385120
267,0.002702336,0.584126770,0.377514660,0.032312911,0.003343409
268,0.001226416,0.517476976,0.443477273,0.034262158,0.003557110
269,0.001186382,0.534331739,0.431496590,0.029987020,0.002998204
270,0.002388476,0.458885670,0.467377543,0.060444973,0.010903391
271,0.002272444,0.649359882,0.267916858,0.056448162,0.024002703
272,0.001390307,0.580932021,0.326355577,0.064423248,0.026898909
273,0.007766762,0.312662333,0.351507306,0.270742774,0.057320751
274,0.022976333,0.005339352,0.093383655,0.445629537,0.432671100
275,0.001233883,0.503548980,0.424599439,0.046458025,0.024159700
276,0.002465318,0.704470456,0.274073005,0.015831012,0.003160153
277,0.001446814,0.779472470,0.203216881,0.012363115,0.003500757
278,0.001618581,0.717297971,0.238773257,0.038393840,0.003916368
279,0.005029387,0.343482971,0.582781553,0.057677541,0.011028581
280,0.001984081,0.795844674,0.159604564,0.038677279,0.003889513
281,0.002649168,0.401099980,0.554368973,0.038535532,0.003346365
282,0.005830316,0.044514805,0.535685122,0.291116536,0.122853264
283,0.008686234,0.254557788,0.377271891,0.304730088,0.054753989
284,0.001382148,0.680887461,0.285476208,0.028909883,0.003344289
285,0.011125202,0.128192544,0.715236127,0.133809462,0.011636707
286,0.001419374,0.918573797,0.067247070,0.009532765,0.003227084
287,0.183723345,0.231019586,0.537034452,0.043600425,0.004622189
288,0.006283922,0.006801077,0.211567312,0.417223036,0.358124644
289,0.002198303,0.226223499,0.728871047,0.038394820,0.004312335
290,0.018807177,0.100272126,0.485355049,0.321574181,0.073991403
291,0.018180588,0.072476901,0.528582931,0.325512648,0.055246912
292,0.005052349,0.034440156,0.134113088,0.296715796,0.529678643
293,0.002010545,0.806459665,0.155986756,0.031702191,0.003840876
294,0.005369017,0.293755174,0.561174631,0.098997250,0.040703960
295,0.305306315,0.019248281,0.093574837,0.224166065,0.357704520
296,0.008558101,0.114110455,0.603257358,0.164151847,0.109922223
297,0.001511770,0.792047262,0.183267444,0.019515628,0.003657926
298,0.007213596,0.180565938,0.560067534,0.226786152,0.025366779
299,0.002789318,0.254517078,0.698576212,0.039792910,0.004324452
300,0.007435525,0.176262662,0.677936852,0.102331787,0.036033217
301,0.005255126,0.084942423,0.538526177,0.335605413,0.035670858
302,0.252028584,0.008531504,0.049870867,0.198058814,0.491510272
303,0.003485885,0.053962018,0.462970912,0.456946462,0.022634689
304,0.008426574,0.032637306,0.458077222,0.449640751,0.051218141
305,0.001477979,0.554607749,0.397199988,0.043275293,0.003438910
306,0.002110823,0.585136950,0.383582860,0.025073286,0.004096047
307,0.001602991,0.925737381,0.055691417,0.013822786,0.003145355
308,0.001644010,0.938749552,0.045454551,0.011054339,0.003097480
309,0.002948029,0.306711793,0.643134296,0.042648628,0.004557296
310,0.008504450,0.071750127,0.607948005,0.297899425,0.013898105
311,0.002526051,0.614660919,0.363306910,0.016652919,0.002853225
312,0.002576855,0.224174157,0.687729299,0.069243796,0.016275870
313,0.074972473,0.484943628,0.379975170,0.055605326,0.004503390
314,0.002763025,0.469805628,0.458560407,0.052218750,0.016652094
315,0.001798117,0.510512769,0.257135898,0.151468083,0.079085082
316,0.001436620,0.874942541,0.108264253,0.011880542,0.003476091
317,0.008337629,0.078504615,0.733392417,0.148222089,0.031543292
318,0.001365511,0.611435175,0.364571720,0.019697793,0.002929781
319,0.005082367,0.180752233,0.624533117,0.167110011,0.022522323
320,0.004452280,0.318307847,0.631213546,0.041593309,0.004432987
321,0.001939707,0.224684387,0.608409464,0.146727845,0.018238652
322,0.004846971,0.247409537,0.696161032,0.046951436,0.004631023
323,0.001279198,0.472515851,0.443984091,0.056299381,0.025921490
324,0.101687871,0.061687723,0.240990788,0.486422837,0.109210797
325,0.001461187,0.462456316,0.465177178,0.058841251,0.012064097
326,0.001629887,0.753876686,0.204580396,0.035223283,0.004689823
327,0.002317672,0.534820974,0.396264285,0.062849417,0.003747638
328,0.002574690,0.556278527,0.367394388,0.059007239,0.014745171
329,0.005966853,0.331073225,0.599048734,0.057145294,0.006765936
330,0.001471104,0.853805482,0.121900573,0.019263318,0.003559526
331,0.003849912,0.181352362,0.550235152,0.219167516,0.045395061
332,0.003277142,0.254921854,0.699687183,0.038079608,0.004034191
333,0.002376021,0.492038101,0.466561228,0.035598926,0.003425744
334,0.004533106,0.010711758,0.134688854,0.416531056,0.433535248
335,0.001196244,0.526573181,0.457713455,0.011573843,0.002943299
336,0.001664710,0.553882122,0.411946774,0.029630255,0.002876091
337,0.002083270,0.574845076,0.378550798,0.041243449,0.003277447
338,0.007865152,0.152414918,0.719873667,0.114232995,0.005613307
339,0.004172965,0.824946523,0.152865440,0.014409642,0.003605418
340,0.004821524,0.215928823,0.656085134,0.090230301,0.032934211
341,0.003186828,0.264508516,0.690359294,0.038287323,0.003658030
342,0.001443167,0.868615508,0.114957184,0.011581345,0.003402880
343,0.002989500,0.382564694,0.534853578,0.064926498,0.014665801
344,0.001616541,0.596917033,0.348802835,0.047236796,0.005426782
345,0.005454541,0.138733730,0.758720875,0.091216393,0.005874456
346,0.009547992,0.341115981,0.409244359,0.192292660,0.047798965
347,0.011474364,0.003525659,0.032017969,0.309398472,0.643583536
348,0.001545898,0.809927225,0.154786170,0.029666597,0.004074178
349,0.002676243,0.180822909,0.719378173,0.091860995,0.005261680
350,0.010142207,0.478708923,0.219499320,0.199531615,0.092118002
351,0.009702340,0.107640125,0.528926134,0.294806778,0.058924671
352,0.001210589,0.509511292,0.453038186,0.033021048,0.003218971
353,0.001473560,0.762968004,0.217151031,0.014745414,0.003662171
354,0.005788300,0.006476100,0.048473950,0.257076472,0.682185173
355,0.001841728,0.331424922,0.610568583,0.050318580,0.005846120
356,0.018139301,0.026343204,0.496536046,0.396852255,0.062129114
357,0.006065757,0.613603532,0.294614971,0.066798404,0.018917354
358,0.001886287,0.869288325,0.102333046,0.023032153,0.003460112
359,0.001331293,0.916037798,0.070122458,0.009359079,0.003149339
360,0.001341420,0.923005879,0.063754097,0.008725312,0.003173296
361,0.005247994,0.838599920,0.141836047,0.010802008,0.003514024
362,0.012815835,0.434296876,0.496607929,0.051310614,0.004968666
363,0.001391917,0.864408672,0.117311195,0.013428989,0.003459267
364,0.010391242,0.212193161,0.631785035,0.113988653,0.031641953
365,0.001566153,0.793064117,0.190173566,0.011825402,0.003370757
366,0.002649968,0.493774056,0.462191999,0.038404990,0.002978896
367,0.010081229,0.013488999,0.166447416,0.192176193,0.617806196
368,0.002338680,0.601642251,0.362742305,0.030427890,0.002848792
369,0.002208505,0.728592277,0.248474196,0.017405445,0.003319541
370,0.002017402,0.454458177,0.453032613,0.062498186,0.027993683
371,0.001761849,0.407049537,0.545372188,0.042169005,0.003647355
372,0.002807760,0.555350542,0.331378639,0.089245379,0.021217680
373,0.004985580,0.754869223,0.211307585,0.025535360,0.003302232
374,0.002682085,0.596610129,0.302122533,0.089228764,0.009356502
375,0.040629011,0.101736113,0.268484354,0.248088717,0.341061741
376,0.003295053,0.213064820,0.583437800,0.177577227,0.022625083
377,0.004010637,0.402843177,0.556778312,0.033288453,0.003079408
378,0.004240933,0.213968292,0.609908044,0.128972188,0.042910587
379,0.009658409,0.095827766,0.741833746,0.132138178,0.020541821
380,0.007310633,0.036185339,0.493848115,0.356666744,0.105989166
381,0.007729575,0.141157299,0.798120737,0.047913257,0.005079157
382,0.008065872,0.037416235,0.481562614,0.431701779,0.041253526
383,0.002528093,0.390795231,0.571649432,0.031791080,0.003236210
384,0.016606115,0.128773108,0.458570898,0.312982172,0.083067648
385,0.006235701,0.780075490,0.195277646,0.014832193,0.003578980
386,0.010304958,0.025335759,0.426963180,0.400296330,0.137099832
387,0.005976352,0.030443734,0.473134160,0.360826045,0.129619762
388,0.008046192,0.021614695,0.525266647,0.398587137,0.046485342
389,0.011032662,0.080380961,0.672291517,0.189905360,0.046389461
390,0.011052508,0.127128050,0.742743969,0.082240254,0.036835279
391,0.007197296,0.285969198,0.228148341,0.190220147,0.288464993
392,0.004721690,0.045187932,0.523458600,0.406373709,0.020258136
393,0.002543332,0.181198999,0.714161277,0.089915097,0.012181269
394,0.001394310,0.902353525,0.083645269,0.009364434,0.003242474
395,0.006269286,0.126463145,0.151513264,0.222020939,0.493733317
396,0.001419304,0.739448786,0.198863938,0.043853398,0.016414620
397,0.003656231,0.502032816,0.407995075,0.058808953,0.027506962
398,0.002002132,0.692568183,0.263428897,0.038446791,0.003554006
399,0.005438174,0.055939134,0.407519579,0.194211543,0.336891532
400,0.002207302,0.485703409,0.432870984,0.056086387,0.023132041
401,0.003058885,0.273148894,0.645335555,0.071450070,0.007006651
402,0.002755247,0.474332392,0.450704336,0.061580177,0.010627813
403,0.002689884,0.400157332,0.557007253,0.036530290,0.003615232
404,0.001506730,0.697110832,0.219303817,0.053065922,0.029012648
405,0.001401419,0.469619334,0.439529151,0.054822505,0.034627613
406,0.002901949,0.222116262,0.696750343,0.073047847,0.005183671
407,0.001676550,0.344455034,0.533739090,0.104697898,0.015431392
408,0.003686123,0.020822844,0.437935919,0.499276310,0.038278878
409,0.003676774,0.223581687,0.733108819,0.036056593,0.003576178
410,0.001646473,0.818575442,0.163305700,0.012728991,0.003743419
411,0.001663891,0.769604564,0.171975479,0.043663591,0.013092506
412,0.026649402,0.009382249,0.076574601,0.531113207,0.356280506
413,0.001616444,0.811744571,0.152152926,0.030674603,0.003811452
414,0.003377796,0.148295105,0.519292653,0.291635871,0.037398625
415,0.027483882,0.362336218,0.349050641,0.103320763,0.157808408
416,0.001780573,0.372987539,0.581148982,0.040614136,0.003468793
417,0.002812836,0.035194915,0.381914794,0.540386617,0.039690889
418,0.001395330,0.687122405,0.241841912,0.047809575,0.021830808
419,0.021392833,0.035166223,0.412333071,0.428890079,0.102217719
420,0.002099467,0.334367275,0.432967395,0.141881153,0.088684812
421,0.002152899,0.486933559,0.416001618,0.065510102,0.029401761
422,0.003190801,0.231825426,0.662312388,0.096682005,0.005989343
423,0.001552788,0.484066159,0.474854410,0.036672689,0.002853959
424,0.005056889,0.160424516,0.699385166,0.117287308,0.017846085
425,0.053722549,0.071585260,0.610936224,0.225558713,0.038197253
426,0.001837972,0.356547952,0.503200233,0.103274979,0.035138905
427,0.001186270,0.493416518,0.468890011,0.032731052,0.003776098
428,0.001479949,0.709468186,0.267295867,0.018650882,0.003105095
429,0.008014642,0.172919318,0.251170695,0.276094615,0.291800737
430,0.001569366,0.812573493,0.166498482,0.015476333,0.003882396
431,0.001226617,0.548415065,0.395608306,0.044094898,0.010655114
432,0.013374291,0.025783641,0.532394350,0.388224959,0.040222757
433,0.040938299,0.152334139,0.465958148,0.216321602,0.124447815
434,0.001513895,0.860946417,0.118619435,0.015492676,0.003427607
435,0.004987283,0.272531003,0.627350867,0.082735382,0.012395464
